Age,Workclass,Education,Marital_Status,Occupation,Relationship,Hours_Per_Week,Sex,Race,Place_Of_Birth,interview_score,cv_assessment_score,prior_hiring_decision
39.0,1.0,22.0,1.0,1105.0,0.0,40.0,1.0,6.0,210.0,6.55,6.95,0
37.0,1.0,21.0,1.0,140.0,0.0,50.0,1.0,1.0,45.0,7.05,7.83,0
25.0,1.0,16.0,5.0,2545.0,2.0,50.0,1.0,6.0,6.0,6.03,6.95,0
25.0,3.0,20.0,5.0,5260.0,2.0,6.0,2.0,1.0,6.0,7.23,5.84,0
63.0,5.0,16.0,2.0,5710.0,0.0,40.0,2.0,1.0,6.0,8.66,6.01,1
49.0,1.0,15.0,1.0,3424.0,0.0,59.0,1.0,8.0,303.0,5.43,5.81,0
61.0,2.0,23.0,1.0,2040.0,0.0,45.0,1.0,1.0,27.0,6.2,5.66,1
45.0,1.0,21.0,1.0,10.0,0.0,70.0,1.0,1.0,55.0,7.8,7.98,1
32.0,1.0,21.0,1.0,4720.0,2.0,30.0,2.0,8.0,6.0,7.07,5.56,1
53.0,1.0,12.0,1.0,7020.0,0.0,40.0,1.0,8.0,6.0,4.07,5.79,0
61.0,1.0,6.0,1.0,4030.0,0.0,40.0,1.0,8.0,303.0,3.13,6.74,0
23.0,1.0,16.0,5.0,8920.0,2.0,40.0,1.0,8.0,312.0,8.44,4.68,0
39.0,1.0,9.0,5.0,8990.0,0.0,40.0,2.0,8.0,303.0,3.31,4.47,0
47.0,6.0,19.0,1.0,4510.0,1.0,40.0,2.0,6.0,247.0,5.38,6.68,1
25.0,1.0,16.0,5.0,5240.0,2.0,40.0,1.0,1.0,6.0,7.85,7.65,1
30.0,1.0,19.0,1.0,8030.0,2.0,30.0,1.0,8.0,6.0,4.91,7.18,0
22.0,1.0,16.0,5.0,520.0,13.0,45.0,1.0,1.0,6.0,4.79,4.32,0
28.0,1.0,19.0,5.0,4020.0,2.0,40.0,2.0,1.0,303.0,5.48,6.94,0
66.0,2.0,15.0,1.0,8990.0,1.0,40.0,1.0,6.0,233.0,3.9,6.46,0
53.0,3.0,19.0,1.0,6200.0,1.0,45.0,1.0,2.0,6.0,5.61,4.64,0
76.0,1.0,16.0,1.0,5860.0,1.0,30.0,2.0,1.0,6.0,6.7,7.78,1
30.0,3.0,19.0,5.0,5860.0,2.0,40.0,2.0,1.0,6.0,6.95,6.0,0
54.0,6.0,14.0,3.0,6230.0,13.0,10.0,1.0,1.0,34.0,4.87,3.38,0
74.0,4.0,19.0,2.0,2545.0,0.0,25.0,2.0,1.0,26.0,7.19,7.21,1
67.0,6.0,22.0,3.0,800.0,0.0,40.0,1.0,1.0,6.0,6.34,7.35,1
55.0,1.0,24.0,1.0,440.0,1.0,50.0,1.0,1.0,110.0,8.39,7.58,1
51.0,1.0,19.0,5.0,6230.0,0.0,40.0,1.0,8.0,303.0,6.16,6.08,0
26.0,1.0,16.0,1.0,9600.0,0.0,40.0,1.0,8.0,6.0,4.48,5.23,0
42.0,3.0,22.0,1.0,3710.0,1.0,50.0,1.0,1.0,6.0,6.54,5.16,1
55.0,6.0,9.0,3.0,6230.0,10.0,30.0,2.0,8.0,303.0,3.95,3.87,0
45.0,4.0,21.0,5.0,2320.0,0.0,40.0,2.0,9.0,6.0,6.47,6.49,0
63.0,1.0,19.0,1.0,3424.0,1.0,20.0,2.0,1.0,39.0,6.8,2.95,1
21.0,1.0,16.0,5.0,1010.0,2.0,40.0,1.0,6.0,6.0,5.33,5.04,0
47.0,3.0,22.0,5.0,2310.0,0.0,40.0,2.0,2.0,48.0,8.88,7.86,1
45.0,1.0,22.0,1.0,10.0,0.0,80.0,1.0,1.0,34.0,7.59,6.26,0
52.0,1.0,21.0,1.0,850.0,0.0,40.0,1.0,1.0,8.0,7.04,7.73,1
65.0,2.0,21.0,3.0,2014.0,0.0,40.0,2.0,9.0,17.0,4.6,5.26,0
33.0,1.0,16.0,1.0,440.0,0.0,40.0,2.0,1.0,6.0,6.29,6.98,1
54.0,1.0,21.0,1.0,1220.0,0.0,48.0,1.0,1.0,39.0,4.97,5.3,0
42.0,1.0,21.0,1.0,220.0,1.0,50.0,1.0,1.0,6.0,6.67,6.56,0
57.0,1.0,18.0,1.0,4760.0,1.0,40.0,2.0,1.0,6.0,6.99,5.53,1
21.0,1.0,12.0,5.0,5240.0,4.0,30.0,1.0,1.0,47.0,5.34,4.99,0
59.0,1.0,15.0,1.0,4055.0,5.0,24.0,1.0,6.0,247.0,3.97,5.98,0
57.0,1.0,19.0,3.0,2170.0,0.0,40.0,2.0,6.0,15.0,7.31,8.76,1
49.0,1.0,18.0,1.0,9645.0,1.0,40.0,2.0,1.0,6.0,5.19,5.86,1
47.0,1.0,16.0,1.0,9365.0,0.0,40.0,1.0,1.0,303.0,7.46,4.39,0
23.0,1.0,16.0,5.0,4140.0,2.0,40.0,1.0,1.0,6.0,4.99,5.47,0
41.0,3.0,21.0,1.0,2015.0,0.0,40.0,1.0,1.0,6.0,5.26,8.12,1
39.0,2.0,21.0,5.0,3602.0,0.0,60.0,2.0,1.0,6.0,6.32,3.59,0
55.0,5.0,19.0,1.0,5550.0,0.0,50.0,1.0,6.0,247.0,3.34,4.66,0
36.0,1.0,20.0,1.0,8030.0,1.0,40.0,1.0,1.0,6.0,6.14,5.89,0
33.0,1.0,21.0,1.0,2100.0,1.0,50.0,2.0,1.0,56.0,6.94,7.94,1
18.0,1.0,19.0,5.0,5400.0,17.0,30.0,2.0,1.0,6.0,6.82,4.54,1
18.0,1.0,16.0,5.0,5860.0,2.0,6.0,1.0,6.0,6.0,2.83,4.19,0
31.0,1.0,17.0,1.0,540.0,1.0,40.0,2.0,1.0,6.0,5.98,7.08,0
40.0,1.0,16.0,3.0,4030.0,13.0,30.0,1.0,1.0,18.0,6.16,5.3,1
51.0,5.0,16.0,5.0,5540.0,0.0,40.0,2.0,1.0,6.0,8.52,6.32,1
42.0,2.0,22.0,1.0,845.0,0.0,40.0,1.0,2.0,416.0,4.22,5.51,0
29.0,1.0,19.0,5.0,7700.0,13.0,45.0,1.0,1.0,6.0,8.01,5.2,0
46.0,2.0,21.0,1.0,3255.0,0.0,36.0,2.0,1.0,6.0,4.88,5.83,1
58.0,1.0,19.0,1.0,10.0,0.0,50.0,1.0,1.0,33.0,5.46,6.57,1
17.0,1.0,15.0,5.0,4020.0,2.0,16.0,2.0,1.0,6.0,5.83,4.05,0
50.0,1.0,18.0,3.0,5110.0,0.0,50.0,2.0,1.0,6.0,6.06,3.14,0
24.0,1.0,21.0,5.0,140.0,12.0,60.0,1.0,1.0,6.0,7.18,8.36,1
27.0,1.0,21.0,5.0,540.0,0.0,60.0,1.0,8.0,6.0,7.97,3.49,1
62.0,5.0,20.0,5.0,6230.0,0.0,40.0,1.0,1.0,42.0,7.74,6.23,1
54.0,3.0,23.0,3.0,2360.0,2.0,40.0,2.0,1.0,6.0,8.26,9.06,1
61.0,1.0,16.0,1.0,6200.0,0.0,40.0,1.0,1.0,42.0,7.1,6.33,0
62.0,1.0,16.0,2.0,5400.0,0.0,40.0,2.0,9.0,36.0,5.45,3.42,1
17.0,1.0,14.0,5.0,4120.0,2.0,19.0,2.0,1.0,6.0,6.47,5.71,0
38.0,1.0,19.0,5.0,4220.0,0.0,52.0,1.0,1.0,9.0,6.49,6.55,1
42.0,3.0,21.0,4.0,3255.0,2.0,35.0,2.0,2.0,6.0,6.83,5.94,1
44.0,1.0,21.0,3.0,4350.0,0.0,50.0,2.0,1.0,6.0,7.85,5.95,1
18.0,1.0,16.0,5.0,4020.0,2.0,38.0,1.0,6.0,6.0,3.84,6.03,0
33.0,2.0,21.0,5.0,2300.0,0.0,40.0,2.0,8.0,6.0,5.75,7.21,0
43.0,1.0,13.0,1.0,4020.0,9.0,30.0,1.0,1.0,303.0,4.66,4.8,0
46.0,6.0,20.0,3.0,3630.0,0.0,25.0,2.0,6.0,211.0,5.42,6.86,0
25.0,1.0,18.0,5.0,4020.0,0.0,20.0,1.0,1.0,6.0,7.26,6.29,1
21.0,1.0,18.0,1.0,5400.0,9.0,6.0,2.0,1.0,6.0,7.96,5.77,1
54.0,2.0,19.0,3.0,2634.0,0.0,48.0,2.0,1.0,66.0,4.28,5.58,0
48.0,1.0,19.0,1.0,440.0,0.0,40.0,2.0,6.0,247.0,6.33,6.83,1
26.0,1.0,19.0,5.0,8740.0,5.0,40.0,2.0,8.0,6.0,7.94,5.63,1
28.0,1.0,17.0,1.0,6230.0,1.0,40.0,1.0,1.0,6.0,6.78,5.88,0
31.0,5.0,19.0,5.0,7140.0,17.0,50.0,1.0,1.0,54.0,6.68,7.91,1
49.0,2.0,21.0,1.0,2205.0,9.0,40.0,2.0,1.0,6.0,6.9,6.98,0
20.0,4.0,19.0,5.0,750.0,17.0,40.0,2.0,1.0,6.0,7.27,5.25,1
34.0,7.0,21.0,5.0,2634.0,0.0,40.0,1.0,6.0,6.0,4.91,5.72,0
77.0,6.0,19.0,4.0,4700.0,0.0,35.0,1.0,1.0,29.0,6.08,6.89,0
71.0,6.0,18.0,1.0,4965.0,0.0,40.0,1.0,6.0,217.0,4.63,3.43,0
45.0,1.0,12.0,3.0,5110.0,0.0,40.0,2.0,1.0,313.0,5.11,5.45,0
66.0,1.0,16.0,1.0,4030.0,1.0,50.0,2.0,8.0,303.0,6.57,6.45,0
51.0,3.0,19.0,1.0,2545.0,0.0,28.0,2.0,9.0,6.0,6.33,6.28,1
19.0,1.0,19.0,5.0,4760.0,2.0,32.0,1.0,1.0,6.0,8.49,6.73,1
44.0,1.0,12.0,3.0,4200.0,13.0,40.0,2.0,8.0,303.0,3.88,4.8,0
27.0,1.0,21.0,5.0,800.0,13.0,45.0,2.0,1.0,25.0,7.25,7.03,1
55.0,1.0,16.0,1.0,4760.0,10.0,30.0,1.0,1.0,6.0,7.04,5.05,1
55.0,1.0,22.0,1.0,52.0,1.0,45.0,1.0,1.0,37.0,7.0,6.38,1
33.0,6.0,1.0,1.0,4230.0,1.0,25.0,2.0,9.0,312.0,1.65,1.91,0
25.0,2.0,20.0,5.0,3602.0,2.0,12.0,2.0,1.0,6.0,3.93,3.91,0
24.0,1.0,16.0,1.0,9600.0,15.0,40.0,1.0,1.0,303.0,5.09,4.61,1
24.0,1.0,19.0,5.0,4110.0,0.0,25.0,1.0,1.0,301.0,7.18,5.01,0
47.0,4.0,19.0,1.0,2001.0,16.0,30.0,2.0,6.0,217.0,6.34,6.98,1
32.0,1.0,21.0,5.0,6050.0,0.0,25.0,2.0,6.0,6.0,7.01,7.73,1
51.0,1.0,21.0,1.0,3500.0,1.0,60.0,2.0,6.0,233.0,5.06,3.58,0
63.0,1.0,16.0,3.0,4622.0,0.0,45.0,2.0,1.0,46.0,5.73,5.3,0
59.0,2.0,22.0,1.0,102.0,0.0,20.0,1.0,6.0,240.0,7.94,7.69,1
29.0,5.0,21.0,1.0,5000.0,2.0,50.0,2.0,9.0,6.0,7.5,5.82,0
53.0,1.0,9.0,1.0,6050.0,0.0,60.0,1.0,1.0,303.0,6.14,3.15,0
47.0,7.0,21.0,3.0,3261.0,0.0,30.0,1.0,1.0,44.0,6.37,6.7,0
19.0,1.0,16.0,1.0,9620.0,9.0,40.0,1.0,1.0,6.0,3.19,4.74,0
51.0,5.0,19.0,3.0,5540.0,0.0,40.0,2.0,2.0,6.0,7.81,7.96,1
54.0,6.0,21.0,1.0,800.0,0.0,10.0,2.0,1.0,36.0,5.56,4.34,0
49.0,1.0,6.0,1.0,8320.0,0.0,40.0,2.0,1.0,312.0,4.54,5.23,1
40.0,1.0,21.0,1.0,1460.0,1.0,45.0,1.0,1.0,25.0,5.69,5.93,0
31.0,1.0,19.0,5.0,565.0,0.0,55.0,2.0,1.0,6.0,7.97,7.85,1
66.0,1.0,18.0,1.0,8140.0,1.0,40.0,1.0,1.0,6.0,8.88,5.67,0
49.0,3.0,19.0,1.0,1410.0,1.0,70.0,1.0,1.0,6.0,5.51,6.01,0
67.0,1.0,21.0,1.0,4760.0,1.0,30.0,1.0,1.0,17.0,6.56,5.41,1
75.0,1.0,18.0,1.0,3945.0,0.0,35.0,1.0,2.0,330.0,2.57,6.51,0
23.0,1.0,20.0,5.0,4760.0,2.0,40.0,2.0,1.0,6.0,9.22,6.85,1
21.0,1.0,16.0,1.0,4055.0,9.0,25.0,2.0,9.0,200.0,5.68,6.61,0
49.0,1.0,9.0,1.0,4020.0,6.0,35.0,2.0,1.0,303.0,5.0,5.41,0
30.0,4.0,19.0,4.0,10.0,2.0,45.0,1.0,1.0,6.0,5.72,6.84,0
30.0,1.0,18.0,5.0,5010.0,17.0,70.0,2.0,3.0,39.0,5.85,8.18,1
54.0,1.0,19.0,1.0,4251.0,1.0,40.0,1.0,1.0,22.0,7.5,7.48,1
60.0,4.0,19.0,1.0,7700.0,1.0,40.0,1.0,8.0,6.0,4.61,7.38,0
42.0,1.0,12.0,5.0,4720.0,0.0,24.0,2.0,1.0,6.0,5.34,5.52,0
33.0,6.0,22.0,5.0,7010.0,0.0,40.0,1.0,8.0,303.0,6.96,7.85,1
85.0,6.0,22.0,1.0,5810.0,0.0,5.0,1.0,1.0,22.0,5.65,5.65,0
51.0,1.0,15.0,1.0,4251.0,6.0,40.0,1.0,1.0,303.0,9.4,4.89,1
32.0,3.0,18.0,5.0,3870.0,5.0,40.0,1.0,9.0,233.0,6.58,6.35,0
45.0,6.0,22.0,3.0,4840.0,0.0,35.0,1.0,1.0,49.0,7.42,5.97,1
19.0,1.0,16.0,5.0,4720.0,17.0,25.0,2.0,6.0,6.0,5.71,4.95,0
26.0,1.0,14.0,5.0,9645.0,10.0,40.0,1.0,8.0,6.0,4.92,6.8,0
37.0,1.0,19.0,1.0,5820.0,0.0,40.0,2.0,1.0,6.0,5.89,4.67,0
41.0,1.0,16.0,1.0,3602.0,1.0,30.0,2.0,2.0,6.0,5.87,7.59,1
47.0,1.0,9.0,1.0,6040.0,0.0,30.0,2.0,1.0,303.0,5.33,5.3,1
32.0,1.0,22.0,1.0,1021.0,0.0,40.0,1.0,6.0,210.0,4.01,5.99,0
58.0,1.0,16.0,1.0,3602.0,1.0,40.0,2.0,1.0,313.0,4.16,4.12,0
52.0,7.0,19.0,1.0,5740.0,1.0,40.0,1.0,1.0,139.0,5.95,8.71,1
41.0,4.0,22.0,1.0,1006.0,0.0,40.0,2.0,1.0,6.0,5.85,6.44,1
40.0,1.0,9.0,3.0,4020.0,0.0,40.0,2.0,1.0,303.0,6.14,6.45,0
23.0,1.0,21.0,5.0,630.0,2.0,40.0,2.0,1.0,6.0,6.87,4.79,1
56.0,3.0,22.0,1.0,2205.0,0.0,1.0,1.0,1.0,110.0,5.24,5.17,1
18.0,1.0,16.0,5.0,4055.0,2.0,5.0,2.0,1.0,6.0,5.91,5.08,0
60.0,1.0,20.0,1.0,600.0,0.0,60.0,1.0,8.0,303.0,3.52,7.49,0
62.0,1.0,12.0,1.0,4030.0,0.0,25.0,2.0,1.0,303.0,4.65,5.54,1
47.0,1.0,21.0,1.0,530.0,0.0,25.0,2.0,1.0,6.0,7.27,6.97,0
37.0,3.0,18.0,1.0,4020.0,1.0,32.0,2.0,8.0,313.0,4.52,4.5,0
21.0,1.0,16.0,5.0,4600.0,2.0,40.0,2.0,6.0,210.0,4.49,6.03,1
28.0,1.0,19.0,3.0,6260.0,12.0,40.0,1.0,1.0,32.0,4.78,5.93,0
26.0,1.0,21.0,5.0,220.0,2.0,40.0,1.0,1.0,6.0,7.9,7.73,1
56.0,1.0,21.0,1.0,1530.0,0.0,40.0,1.0,6.0,233.0,6.64,8.31,1
44.0,3.0,21.0,1.0,2545.0,1.0,40.0,2.0,1.0,303.0,4.47,3.19,0
51.0,4.0,18.0,1.0,3802.0,1.0,60.0,1.0,1.0,6.0,8.12,6.08,1
24.0,1.0,15.0,5.0,6442.0,0.0,40.0,1.0,8.0,6.0,5.25,6.25,1
27.0,2.0,16.0,5.0,6260.0,12.0,32.0,1.0,1.0,6.0,5.41,4.1,0
61.0,1.0,21.0,1.0,9130.0,0.0,40.0,1.0,9.0,212.0,6.55,9.1,1
26.0,1.0,16.0,5.0,9600.0,5.0,40.0,1.0,6.0,231.0,2.91,6.21,0
51.0,6.0,21.0,5.0,410.0,13.0,20.0,1.0,1.0,53.0,6.13,6.07,0
62.0,1.0,16.0,3.0,6230.0,0.0,40.0,1.0,1.0,6.0,6.11,6.57,0
26.0,1.0,16.0,5.0,6355.0,0.0,40.0,1.0,1.0,6.0,7.21,4.0,0
35.0,4.0,19.0,4.0,120.0,13.0,40.0,2.0,6.0,6.0,4.07,7.62,1
60.0,1.0,1.0,1.0,9130.0,0.0,60.0,1.0,1.0,312.0,3.03,1.19,0
35.0,6.0,21.0,1.0,9142.0,0.0,40.0,1.0,1.0,132.0,5.86,5.62,0
28.0,1.0,19.0,1.0,335.0,1.0,55.0,1.0,8.0,6.0,4.53,4.59,0
27.0,1.0,20.0,5.0,6442.0,2.0,42.0,1.0,2.0,6.0,6.37,4.9,0
38.0,1.0,19.0,3.0,7315.0,0.0,50.0,1.0,1.0,4.0,7.28,6.69,1
49.0,1.0,20.0,1.0,440.0,0.0,40.0,1.0,8.0,315.0,8.32,6.23,1
41.0,1.0,21.0,1.0,8030.0,0.0,40.0,1.0,6.0,247.0,6.52,4.53,0
46.0,1.0,20.0,1.0,800.0,0.0,40.0,2.0,1.0,6.0,7.65,6.3,1
36.0,1.0,16.0,1.0,4700.0,1.0,40.0,1.0,1.0,53.0,6.17,5.22,0
53.0,7.0,19.0,3.0,10.0,0.0,92.0,2.0,1.0,6.0,5.99,5.66,0
25.0,1.0,21.0,5.0,5810.0,2.0,20.0,1.0,1.0,6.0,5.79,5.04,1
62.0,1.0,21.0,1.0,5160.0,0.0,40.0,2.0,6.0,233.0,5.27,6.41,0
71.0,4.0,22.0,3.0,2310.0,0.0,17.0,2.0,1.0,6.0,7.57,6.33,1
72.0,3.0,24.0,1.0,2205.0,0.0,4.0,1.0,1.0,42.0,8.58,8.38,1
36.0,1.0,21.0,3.0,800.0,0.0,45.0,2.0,6.0,37.0,5.83,6.45,1
74.0,3.0,18.0,3.0,3602.0,6.0,10.0,2.0,1.0,6.0,9.66,7.83,1
46.0,1.0,20.0,1.0,4110.0,1.0,20.0,2.0,8.0,6.0,6.25,5.45,0
37.0,3.0,22.0,1.0,2205.0,1.0,60.0,2.0,1.0,48.0,6.13,6.83,1
26.0,1.0,19.0,5.0,4110.0,2.0,40.0,2.0,6.0,233.0,6.73,7.19,0
57.0,1.0,5.0,2.0,9620.0,0.0,40.0,1.0,1.0,312.0,1.21,3.04,0
55.0,5.0,21.0,1.0,1050.0,0.0,40.0,1.0,6.0,247.0,4.3,3.94,0
63.0,7.0,15.0,1.0,10.0,0.0,40.0,1.0,1.0,4.0,4.06,4.57,0
51.0,5.0,22.0,1.0,440.0,0.0,40.0,1.0,1.0,314.0,8.14,6.9,1
55.0,1.0,12.0,1.0,4220.0,1.0,30.0,2.0,1.0,6.0,5.61,3.51,0
41.0,5.0,21.0,1.0,6010.0,0.0,48.0,1.0,8.0,6.0,6.28,5.84,0
60.0,4.0,22.0,3.0,2310.0,0.0,45.0,2.0,1.0,36.0,6.37,5.4,1
71.0,1.0,24.0,1.0,4700.0,0.0,40.0,2.0,1.0,33.0,6.27,6.17,1
59.0,1.0,20.0,1.0,4350.0,0.0,35.0,2.0,1.0,110.0,4.62,4.89,1
45.0,3.0,18.0,1.0,2310.0,1.0,40.0,1.0,1.0,6.0,6.92,7.65,1
28.0,1.0,19.0,5.0,2025.0,2.0,20.0,1.0,8.0,6.0,7.35,8.56,1
32.0,1.0,16.0,5.0,9600.0,2.0,40.0,1.0,1.0,6.0,7.22,5.21,0
59.0,1.0,22.0,3.0,4720.0,0.0,37.0,2.0,1.0,12.0,6.76,5.84,0
43.0,1.0,16.0,1.0,9620.0,0.0,48.0,1.0,1.0,303.0,6.22,5.43,0
55.0,1.0,16.0,1.0,4850.0,1.0,40.0,1.0,1.0,138.0,6.54,6.09,1
37.0,1.0,19.0,3.0,7905.0,0.0,50.0,1.0,1.0,39.0,6.17,6.66,1
42.0,1.0,22.0,1.0,7720.0,1.0,40.0,2.0,6.0,231.0,6.55,7.73,1
26.0,1.0,21.0,5.0,2600.0,0.0,50.0,1.0,1.0,48.0,7.45,8.5,1
27.0,1.0,19.0,5.0,5240.0,2.0,40.0,1.0,6.0,6.0,6.51,6.7,1
54.0,6.0,19.0,1.0,2360.0,0.0,40.0,1.0,8.0,303.0,4.84,4.94,0
50.0,1.0,19.0,1.0,440.0,1.0,50.0,1.0,1.0,6.0,7.21,6.89,1
21.0,1.0,16.0,5.0,9610.0,2.0,40.0,1.0,8.0,6.0,5.77,4.86,0
19.0,1.0,16.0,5.0,4110.0,2.0,20.0,2.0,8.0,6.0,5.5,4.26,0
29.0,1.0,23.0,5.0,1860.0,0.0,45.0,1.0,1.0,6.0,7.58,6.05,1
38.0,1.0,21.0,1.0,5740.0,1.0,40.0,2.0,1.0,6.0,7.79,4.81,1
70.0,6.0,21.0,1.0,2752.0,0.0,3.0,1.0,1.0,6.0,7.81,6.57,1
49.0,2.0,22.0,1.0,101.0,0.0,40.0,2.0,1.0,39.0,7.94,6.89,0
20.0,4.0,16.0,5.0,3602.0,5.0,27.0,1.0,8.0,303.0,6.05,4.07,0
51.0,1.0,19.0,1.0,4840.0,0.0,50.0,2.0,9.0,6.0,5.0,7.32,0
64.0,1.0,19.0,1.0,5740.0,0.0,40.0,2.0,1.0,36.0,5.57,4.84,0
44.0,1.0,16.0,1.0,705.0,0.0,40.0,2.0,1.0,6.0,5.09,2.64,1
53.0,6.0,21.0,1.0,2634.0,0.0,40.0,2.0,6.0,217.0,5.44,4.92,0
67.0,1.0,19.0,2.0,300.0,0.0,55.0,1.0,1.0,36.0,5.79,5.27,1
54.0,7.0,18.0,1.0,6260.0,1.0,35.0,1.0,1.0,6.0,8.13,4.9,1
54.0,2.0,20.0,3.0,3255.0,0.0,24.0,2.0,1.0,6.0,5.98,5.47,0
47.0,1.0,19.0,5.0,2635.0,13.0,35.0,1.0,1.0,6.0,6.5,7.62,1
33.0,7.0,21.0,1.0,440.0,0.0,48.0,1.0,1.0,25.0,8.0,6.0,1
42.0,1.0,19.0,1.0,1050.0,0.0,40.0,1.0,1.0,449.0,7.41,7.35,1
49.0,5.0,19.0,1.0,3802.0,1.0,40.0,1.0,1.0,6.0,7.3,5.67,1
44.0,1.0,22.0,1.0,4800.0,1.0,45.0,2.0,1.0,36.0,8.08,6.14,0
34.0,1.0,9.0,1.0,4230.0,10.0,36.0,2.0,8.0,303.0,3.16,5.26,0
25.0,6.0,20.0,5.0,2910.0,13.0,20.0,2.0,1.0,50.0,7.66,4.19,1
62.0,4.0,21.0,3.0,2310.0,0.0,40.0,2.0,1.0,32.0,7.95,7.88,0
43.0,1.0,16.0,1.0,4020.0,1.0,40.0,2.0,6.0,207.0,7.52,7.86,1
18.0,1.0,16.0,5.0,4760.0,2.0,15.0,2.0,8.0,6.0,3.14,5.94,0
56.0,7.0,1.0,1.0,6230.0,6.0,40.0,1.0,8.0,303.0,1.47,2.58,0
62.0,1.0,19.0,1.0,52.0,0.0,40.0,1.0,1.0,20.0,6.95,5.11,0
46.0,1.0,19.0,1.0,10.0,1.0,65.0,2.0,1.0,6.0,8.63,6.91,1
25.0,1.0,19.0,5.0,7200.0,2.0,40.0,1.0,1.0,6.0,7.08,5.61,1
20.0,1.0,16.0,5.0,4760.0,2.0,20.0,1.0,8.0,48.0,6.04,5.01,1
68.0,6.0,22.0,1.0,710.0,0.0,1.0,1.0,1.0,36.0,6.28,6.06,0
50.0,7.0,22.0,1.0,4920.0,0.0,30.0,1.0,1.0,48.0,5.82,7.31,0
48.0,7.0,16.0,1.0,440.0,0.0,32.0,2.0,8.0,6.0,5.97,6.15,1
55.0,1.0,19.0,1.0,1555.0,0.0,40.0,2.0,6.0,233.0,6.36,6.14,1
64.0,6.0,18.0,1.0,4950.0,0.0,40.0,1.0,1.0,12.0,6.81,7.27,0
38.0,1.0,22.0,1.0,1021.0,1.0,50.0,2.0,6.0,207.0,7.25,4.14,1
37.0,4.0,22.0,1.0,2205.0,0.0,40.0,2.0,1.0,6.0,8.47,7.54,1
47.0,1.0,20.0,1.0,3255.0,1.0,24.0,2.0,1.0,303.0,5.49,5.75,0
72.0,1.0,20.0,3.0,3255.0,0.0,12.0,2.0,1.0,8.0,6.88,6.16,1
19.0,1.0,19.0,5.0,4720.0,2.0,30.0,2.0,2.0,6.0,6.04,6.77,0
63.0,1.0,21.0,1.0,1305.0,6.0,20.0,2.0,1.0,29.0,5.4,7.75,1
45.0,1.0,19.0,1.0,4700.0,1.0,55.0,1.0,9.0,6.0,3.6,5.14,0
66.0,1.0,16.0,1.0,5940.0,1.0,6.0,2.0,1.0,6.0,4.69,4.12,0
36.0,1.0,16.0,1.0,5410.0,0.0,40.0,1.0,8.0,6.0,5.75,6.61,0
26.0,7.0,16.0,5.0,4210.0,0.0,40.0,1.0,1.0,6.0,5.1,4.12,1
53.0,1.0,23.0,5.0,5860.0,2.0,8.0,1.0,9.0,134.0,5.11,5.99,0
67.0,2.0,24.0,3.0,2205.0,0.0,60.0,2.0,1.0,6.0,9.69,5.89,1
40.0,6.0,14.0,1.0,4230.0,0.0,40.0,2.0,8.0,303.0,4.1,4.22,0
60.0,1.0,21.0,5.0,136.0,0.0,55.0,2.0,2.0,39.0,7.51,7.17,0
34.0,1.0,16.0,5.0,3500.0,0.0,40.0,2.0,8.0,6.0,6.61,7.43,1
56.0,5.0,19.0,1.0,2016.0,1.0,40.0,1.0,2.0,6.0,7.36,5.89,1
33.0,1.0,19.0,5.0,4110.0,13.0,40.0,1.0,1.0,6.0,6.29,6.62,0
29.0,1.0,21.0,5.0,4110.0,0.0,32.0,1.0,1.0,239.0,4.93,5.53,0
62.0,6.0,24.0,3.0,710.0,0.0,20.0,2.0,1.0,6.0,8.16,5.44,0
64.0,1.0,18.0,1.0,4760.0,1.0,37.0,2.0,6.0,233.0,5.86,6.9,0
36.0,3.0,19.0,5.0,230.0,2.0,20.0,1.0,8.0,6.0,5.13,6.95,0
55.0,6.0,11.0,1.0,4230.0,1.0,30.0,2.0,1.0,303.0,7.15,6.37,1
35.0,1.0,19.0,3.0,3603.0,0.0,40.0,2.0,8.0,6.0,5.12,7.84,1
40.0,5.0,22.0,1.0,9800.0,0.0,45.0,1.0,8.0,6.0,5.28,5.74,0
23.0,1.0,21.0,5.0,800.0,0.0,42.0,1.0,1.0,6.0,6.52,5.08,0
30.0,2.0,20.0,5.0,3645.0,2.0,40.0,2.0,6.0,6.0,6.58,6.69,1
41.0,1.0,16.0,1.0,6040.0,0.0,40.0,2.0,8.0,303.0,5.69,4.89,1
33.0,1.0,21.0,1.0,4800.0,1.0,20.0,2.0,1.0,37.0,7.71,6.79,1
62.0,6.0,22.0,1.0,2006.0,0.0,3.0,2.0,1.0,36.0,7.11,5.76,0
31.0,1.0,23.0,1.0,710.0,1.0,40.0,1.0,6.0,6.0,7.77,8.09,1
62.0,4.0,19.0,1.0,2545.0,1.0,30.0,2.0,1.0,6.0,8.86,6.46,1
43.0,4.0,24.0,5.0,1650.0,0.0,40.0,1.0,9.0,301.0,5.72,9.24,0
58.0,1.0,19.0,1.0,5740.0,1.0,40.0,2.0,1.0,6.0,7.63,6.04,1
24.0,1.0,16.0,5.0,5140.0,10.0,35.0,2.0,1.0,303.0,4.3,4.34,0
34.0,2.0,22.0,1.0,120.0,0.0,50.0,1.0,1.0,158.0,6.7,7.01,1
48.0,1.0,16.0,5.0,8030.0,2.0,30.0,1.0,1.0,6.0,7.08,6.8,1
